Order_ID,Order_Date,SKU,Product_Name,Customer_Region,Warehouse_ID,Quantity_Sold,Unit_Price,Unit_Cost,Order_Status
SO-500620,2025-11-01 00:00:00,SKU-1031,Hydraulic Pump Seal,Central Java,WH-MDN,247,49.09,36.34,Delivered
SO-500061,2025-02-17 00:00:00,SKU-1001,Aluminum Sheet 3mm,Central Java,WH-SMG,212,187.89,148.24,Delivered
SO-500130,2025-11-14 00:00:00,SKU-1012,Shrink Wrap Film,Kalimantan,WH-SMG,75,174.97,99.81,Delivered
SO-500292,2025-09-16 00:00:00,SKU-1025,Ceiling Fan 56in,Central Java,WH-MDN,,Rp 141.94,110.44,Delivered
SO-500161,2025-02-03 00:00:00,SKU-1009,Timber Plank Oak,East Java,WH-SBY,285,244.78,182.69,Delivered
SO-500041,2025-08-29 00:00:00,SKU-1005,Polyethylene Pellets,Kalimantan,WH-JKT,281,282.47,,Delivered
SO-500182,2025-02-28,SKU-1032,Circuit Board Rev C,Sumatra,WH-SMG,61,348.10 ,202.29,Delivered
SO-500044,2025-12-09 00:00:00,SKU-1030,Ball Bearing 6205,Sulawesi,WH-JKT,116,145.89,101.55,Delivered
SO-500212,2025-12-06 00:00:00,SKU-1037,LED Driver 12V,East Java,WH-SBY,163,24.69,15.71,Cancelled
SO-500104,"February 05, 2025",SKU-1008,Silicone Sealant Bulk,Bali & Nusa Tenggara,WH-SMG,217,145.32,89.78,Delivered
SO-500082,2025-10-29 00:00:00,SKU-1040,Industrial Lubricant 20L,Sumatra,WH-SBY,63,257.33 ,,Delivered
SO-500493,2025-04-20 00:00:00,sku-1046,Machine Coolant 5L,Sumatra,WH-SBY,231,39.5,30.18,Delivered
SO-500581,2025-02-07 00:00:00,SKU-1006,Stainless Steel Rod,Central Java,WH-SMG,197,63.49,49.28,Delivered
SO-500046,2025-06-09 00:00:00,SKU-1010,corrugated box medium,Sulawesi,WH-JKT,18,294.1,171.63,Delivered
SO-500487,,SKU-1000,Steel Coil 2mm,West Java,WH-MDN,72,10.82,7.72,Delivered
SO-500138,2025-03-05 00:00:00,SKU-1034,Motor Bracket Assembly,East Java,WH-MDN,139,377.86,216.37,Delivered
SO-500315,28-May-25,SKU-1019,Strapping Band PP,Kalimantan,,255,74.14,50.93,Delivered
SO-500438,2025-09-23 00:00:00,SKU-1047,Conveyor Belt Roller,Sulawesi,WH-MKS,299,83.28,52.09,Delivered
SO-500520,2025-06-13 00:00:00,SKU-1046,Machine Coolant 5L,Bali & Nusa Tenggara,,44,39.5,30.18,Delivered
SO-500484,2025-03-23 00:00:00,SKU-1019,Strapping Band PP,West Java,WH-SMG,189,74.14,50.93,Delivered
SO-500160,2025-09-09 00:00:00,SKU-1006,Stainless Steel Rod,West Java,WH-MDN,46,63.49,49.28,Delivered
SO-500030,2025-12-28 00:00:00,SKU-1009,Timber Plank Oak,West Java,WH-SBY,217,244.78,182.69,Delivered
SO-500205,2025-11-06 00:00:00,SKU1020,Cordless Drill 18V,Sulawesi,WH-MDN,82,372.99,245.59,Cancelled
SO-500469,2025-11-20 00:00:00,SKU-1039,  Timing Belt 120T  ,Central Java,WH-MDN,76,54.43,31.29,Delivered
SO-500306,2025-10-24 00:00:00,SKU-1041,Safety Gloves Nitrile,Central Java,WH-MKS,31,89.25,67.51,Delivered
SO-500565,2025-06-15 00:00:00,SKU-1011,Corrugated Box Large,West Java,WH-JKT,80,92.93,68.03,DELIVERED
SO-500268,2025-04-13 00:00:00,SKU-1007,Rubber Compound,Central Java,WH-SBY,,316.36,216.82,Delivered
SO-500631,2025-09-04 00:00:00,SKU-1006,Stainless Steel Rod,East Java,WH-JKT,146,63.49,49.28,Delivered
SO-500648,2025-02-15,SKU-1048,Spare Fuse 10A,Sulawesi,WH-SBY,227,271.48,159.12,Delivered
SO-500584,2025-06-19 00:00:00, SKU-1006,Stainless Steel Rod,Central Java,WH-SBY,214,63.49,49.28,DELIVERED
SO-500148,2025-07-03 00:00:00, SKU-1041,Safety Gloves Nitrile,Sumatra,WH-JKT,146,89.25,67.51,DELIVERED
SO-500059,2025-02-13 00:00:00,SKU-1012,Shrink Wrap Film,Kalimantan,WH-SBY,213,174.97,99.81,Delivered
SO-500610,2025-01-11 00:00:00,SKU-1023,Stainless Steel Bottle 1L,Bali & Nusa Tenggara,WH-SMG,160,243.11,177.91,Delivered
SO-500420,2025-05-22 00:00:00,SKU-1027,Air Purifier HEPA,East Java,WH-MDN,252,298.8,212.95,Delivered
SO-500361,2025-11-03 00:00:00,SKU-1028,Wireless Mouse,Central Java,WH-JKT,27,331.23,196.98,Delivered
SO-500105,2025-05-17 00:00:00,SKU-1032,CIRCUIT BOARD REV C,East Java,WH-JKT,157,348.1,202.29,Delivered 
SO-500638,2025-04-03 00:00:00,SKU-1035,Gear Set Helical,West Java,WH-SMG,246,389.75,231.74,Delivered
SO-500604,2025-08-01 00:00:00,SKU-1007,Rubber Compound,Central Java,WH-SBY,295,$316.36,216.82,Delivered
SO-500435,2025-03-27 00:00:00,SKU-1022,LED Desk Lamp,West Java,WH-MKS,293,409.19,309.85,Returned
SO-500549,2025-03-30 00:00:00,SKU-1027,Air Purifier HEPA,Central  Java,WH-SMG,100,298.8,212.95,Delivered
SO-500647,2025-04-18 00:00:00,SKU-1017,Foam Insert Sheet,Sulawesi,WH-SBY,86,99.51,74.43,Delivered
SO-500349,2025-06-07 00:00:00,SKU-1043,Cutting Tool Insert,Sumatra,WH-JKT,135,49.63,34.42,Delivered
SO-500348,2025-08-01 00:00:00,SKU-1032,Circuit Board Rev C,Sulawesi,WH-MDN,34,348.1,202.29,Delivered
SO-500092,2025-02-23 00:00:00,SKU-1042,Air Filter Cartridge,East Java,WH-SBY,215,207.59,115.38,Delivered
SO-500128,2025-01-26 00:00:00,SKU-1043,Cutting Tool Insert,Kalimantan,,259,49.63,34.42,Delivered
SO-500043,2025-04-13 00:00:00,SKU-1015,Carton Tape 48mm,Sulawesi,WH-JKT,83,218.82,149.71,Delivered
SO-500474,"June 14, 2025",SKU-1045,Welding Rod E6013,Bali & Nusa Tenggara,WH-SBY,206,260.41,167.46,Delivered
SO-500321,2025-10-28 00:00:00,SKU-1039,Timing Belt 120T,Central Java,WH-SBY,30,54.43,31.29,Delivered
SO-500216,2025-07-05 00:00:00,SKU-1001,Aluminum Sheet 3mm,Central Java,WH-SMG,114,187.89,148.24,Delivered
SO-500078,2025-12-05 00:00:00,SKU-1016,poly mailer bag,Central Java,WH-JKT,127,223.93 ,170.55,Delivered
SO-500337,2025-06-18 00:00:00,SKU-1017,Foam Insert Sheet,Sulawesi,WH-SMG,298,99.51,74.43,Delivered
SO-500241,2025-08-29 00:00:00,SKU-1024,bluetooth speaker mini,Kalimantan,WH-JKT,203,273.05,168.61,Returned
SO-500039,2025-07-14 00:00:00,SKU-1016,Poly Mailer Bag,Central Java,WH-SMG,237,223.93,170.55,Delivered
SO-500127,, SKU-1018,Label Roll Thermal,East Java,WH-MDN,9,291.85,190.85,Delivered
SO-500152,2025-04-30 00:00:00,SKU1013,Pallet Wood Standard,Bali & Nusa Tenggara,WH-SMG,80,$224.95,135.44,Delivered
SO-500288,2025-03-14 00:00:00,SKU-1015,Carton Tape 48mm,West Java,WH-JKT,153,218.82,149.71,Cancelled
SO-500362,2025-10-04 00:00:00,SKU-1014,Bubble Wrap Roll,Bali & Nusa Tenggara,WH-SBY,33,166.56,128.12,Delivered
SO-500103,2025-07-16 00:00:00,SKU-1009,Timber Plank Oak,Sulawesi,WH-SBY,265,244.78,182.69,Delivered
SO-500177,2025-02-16 00:00:00,SKU-1001,Aluminum Sheet 3mm,Central Java,WH-MKS,197,187.89,148.24,Delivered
SO-500298,2025-07-21 00:00:00,SKU-1006,Stainless Steel Rod,Bali  &  Nusa  Tenggara,WH-SMG,178,63.49,49.28,Delivered
SO-500413,2025-06-07 00:00:00,SKU-1000,steel coil 2mm,East Java,WH-MDN,,10.82,7.72,Delivered
SO-500437,2025-02-24 00:00:00,SKU-1027,AIR PURIFIER HEPA,West Java,WH-JKT,137,$298.80,,Delivered
SO-500318,2025-05-29 00:00:00,SKU-1009,Timber Plank Oak,East Java,,45,244.78,182.69,Delivered
SO-500102,2025-08-01 00:00:00,SKU-1017,Foam Insert Sheet,Sumatra,WH-MDN,129,99.51,74.43,Delivered
SO-500642,2025-08-29 00:00:00,SKU-1007,Rubber Compound,Bali & Nusa Tenggara,,41,316.36,216.82,Delivered
SO-500320,2025-05-19 00:00:00,SKU-1034,Motor Bracket Assembly,Kalimantan,WH-MKS,144,377.86,216.37,Delivered
SO-500227,2025-02-12 00:00:00,SKU-1018,Label Roll Thermal,East Java,WH-SBY,235,291.85,190.85,delivered
SO-500196,2025-05-12 00:00:00,SKU-1009,Timber Plank Oak,Central Java,WH-SBY,83,Rp 244.78,182.69,Delivered
SO-500301,2025-08-22 00:00:00,SKU-1033,Lithium Battery Cell 18650,Sulawesi,WH-SBY,268,426.33,242.3,Delivered
SO-500133,2025-04-13 00:00:00,SKU-1011,Corrugated Box Large,Bali & Nusa Tenggara,WH-SBY,281,92.93,68.03,Delivered
SO-500447,2025-04-05 00:00:00,SKU-1040,Industrial Lubricant 20L,Kalimantan,WH-SBY,226,257.33,164.86,Delivered
SO-500296,2025-04-10 00:00:00,SKU-1035,Gear Set Helical,Sulawesi,WH-SMG,152,389.75,231.74,Delivered
SO-500526,2025-04-11 00:00:00,SKU-1049,Cleaning Solvent Industrial,Bali & Nusa Tenggara,WH-MKS,130,62.18,41.65,Delivered
SO-500492,2025-01-05 00:00:00,SKU-1036,Pressure Valve 1/2in,Kalimantan,WH-MKS,89,56.49,39.97,Delivered
SO-500601,2025-06-13 00:00:00,SKU-1016,Poly Mailer Bag,West Java,WH-JKT,203,223.93,170.55,Delivered
SO-500380,2025-04-15 00:00:00,SKU-1020,Cordless Drill 18V,East Java,WH-SMG,216,372.99,245.59,Delivered
SO-500556,2025-05-24 00:00:00,SKU-1049,Cleaning Solvent Industrial,Bali & Nusa Tenggara,WH-JKT,246,62.18,41.65,Delivered
SO-500003,2025-04-25 00:00:00,SKU-1014,Bubble Wrap Roll,Kalimantan,,103,166.56,128.12,Delivered
SO-500290,2025-06-10 00:00:00,SKU-1036,Pressure Valve 1/2in,Bali & Nusa Tenggara,WH-SBY,86,56.49,39.97,Delivered
SO-500108,2025-04-07 00:00:00,SKU-1020,Cordless Drill 18V,Sulawesi,WH-SBY,201,372.99,245.59,Delivered
SO-500353,2025-11-25 00:00:00,SKU-1049,Cleaning Solvent Industrial,East Java,WH-MDN,200,62.18,41.65,Delivered
SO-500267,2025-12-31 00:00:00,SKU-1010,Corrugated Box Medium,Bali & Nusa Tenggara,WH-SBY,190,294.1,171.63,Delivered
SO-500360,2025-05-04 00:00:00,SKU-1001,Aluminum Sheet 3mm,West Java,,56,187.89,148.24,Delivered
SO-500423,2025-06-20 00:00:00,SKU-1025,Ceiling Fan 56in,Sumatra,WH-MKS,173,141.94,110.44,Delivered
SO-500053,2025-05-19 00:00:00,SKU-1041,Safety Gloves Nitrile,Bali & Nusa Tenggara,WH-MKS,280,89.25,67.51,Delivered
SO-500246,2025-08-23 00:00:00,SKU-1004,Copper Wire Roll,East Java,WH-JKT,-108,39.25,26.9,Delivered
SO-500195,,SKU-1049,Cleaning Solvent Industrial,Kalimantan,WH-SMG,80,62.18,41.65,Delivered
SO-500629,2025-07-23 00:00:00,SKU-1039,Timing Belt 120T,West Java,WH-MKS,8,54.43,31.29,Delivered
SO-500334,2025-07-27 00:00:00,SKU-1040,Industrial Lubricant 20L,Sulawesi,WH-MDN,172,257.33,164.86,Delivered
SO-500010,2025-06-19 00:00:00,SKU-1042,Air Filter Cartridge,East Java,WH-MKS,68,207.59,115.38,Delivered
SO-500272,2025-02-07 00:00:00,SKU-1041,Safety Gloves Nitrile,Sumatra,WH-MDN,269,89.25,67.51,Delivered
SO-500446,2025-10-14 00:00:00,SKU-1021,Office Chair Ergonomic,Sumatra,WH-MDN,123,64.64,37.3,Delivered
SO-500038,2025-11-26 00:00:00,SKU-1005,Polyethylene Pellets,Central Java,WH-MDN,241,282.47,182.84,Delivered
SO-500527,2025-01-13 00:00:00,SKU-1026,Electric Kettle 1.7L,Sulawesi,WH-SBY,182,67.61,42.33,Delivered
SO-500632,2025-05-14 00:00:00,SKU-1017,Foam Insert Sheet,Central Java,WH-SMG,81,99.51,74.43,Delivered
SO-500122,2025-05-11 00:00:00,SKU-1040,Industrial Lubricant 20L,East Java,WH-MDN,9,257.33,164.86,Delivered
SO-500605,2025-02-21 00:00:00,SKU-1048,Spare Fuse 10A,Sulawesi,WH-JKT,56,271.48,159.12,Delivered
SO-500137,2025-07-07 00:00:00,SKU-1035,Gear Set Helical,Bali & Nusa Tenggara,WH-JKT,-207,389.75,231.74,Delivered
SO-500331,2025-09-16 00:00:00,SKU-1008,Silicone Sealant Bulk,East Java,WH-MDN,103,145.32,89.78,Delivered
SO-500231,2025-11-29 00:00:00,SKU-1006,Stainless Steel Rod,Bali & Nusa Tenggara,WH-SMG,79,63.49,,Delivered
SO-500073,2025-10-23 00:00:00,SKU-1004,Copper Wire Roll,Central Java,WH-JKT,81,39.25,26.9,Delivered
SO-500285,2025-03-15 00:00:00,SKU-1038,Rubber Gasket Set,Bali & Nusa Tenggara,WH-SMG,168,28.95,21.41,Delivered
SO-500422,2025-08-23,SKU-1012,Shrink Wrap Film,Central Java,WH-JKT,160,174.97,,Deliverd
SO-500497,2025-01-14 00:00:00,SKU-1044,Hydraulic Oil ISO 46,Central Java,WH-SMG,,170.97,110.39,Delivered
SO-500534,2025-05-02 00:00:00,SKU-1008,Silicone Sealant Bulk,East Java,WH-SMG,166,145.32,89.78,Delivered
SO-500297,2025-08-19 00:00:00, SKU-1032,Circuit Board Rev C,East Java,WH-MKS,65,348.1,202.29,Delivered
SO-500391,"January 04, 2025",SKU-1001,Aluminum Sheet 3mm,Sulawesi,WH-MKS,215,187.89,148.24,Delivered
SO-500094,2025-06-11 00:00:00,SKU-1005,Polyethylene Pellets,East Java,WH-SMG,64,282.47,182.84,Cancelled
SO-500523,2025-06-17 00:00:00,SKU-1019,Strapping Band PP,Sulawesi,WH-JKT,238,74.14,50.93,Delivered
SO-500311,2025-04-17 00:00:00,SKU-1033,Lithium Battery Cell 18650,East Java,WH-MKS,249,426.33,242.3,Delivered
SO-500429,13/08/2025,SKU-1013,Pallet Wood Standard,Bali & Nusa Tenggara,WH-SMG,40,224.95,135.44,Delivered
SO-500097,2025-01-27 00:00:00,SKU-1048,Spare Fuse 10A,East Java,WH-SBY,286,$271.48,159.12,Delivered
SO-500409,2025-10-11 00:00:00,SKU-1022,LED Desk Lamp,Sumatra,WH-MDN,100,409.19,309.85,Delivered
SO-500302,2025-06-13 00:00:00,SKU-1039,Timing  Belt  120T,Sumatra,WH-SBY,158,54.43,31.29,Delivered
SO-500599,2025-04-19 00:00:00,SKU-1010,Corrugated Box Medium,Central Java,WH-SBY,26,294.1,171.63,Delivered
SO-500453,2025-11-13 00:00:00,SKU-1029,Standing Desk Converter,Bali & Nusa Tenggara,WH-SBY,,268.34,178.08,Delivered
SO-500072,2025-09-02 00:00:00,SKU-1016,Poly Mailer Bag,Bali  &  Nusa  Tenggara,WH-JKT,38,223.93,170.55,Delivered
SO-500001,2025-05-08 00:00:00,SKU-1047,Conveyor Belt Roller,Central Java,WH-SMG,60,83.28,,Delivered 
SO-500571,2025-12-19 00:00:00,SKU-1046,Machine Coolant 5L,Central Java,WH-SMG,95,39.5,30.18,Deliverd
SO-500461,2025-08-01 00:00:00,SKU-1031,Hydraulic Pump Seal,Sumatra,,90,Rp 49.09,36.34,Delivered
SO-500508,2025-01-30 00:00:00,SKU-1015,Carton Tape 48mm,West Java,WH-SBY,227,$218.82,149.71,Delivered
SO-500174,,SKU-1039,Timing Belt 120T,West Java,WH-MKS,141,54.43,31.29,Delivered
SO-500561,2025-10-18 00:00:00,SKU-1022,LED Desk Lamp,Central Java,WH-MKS,293,409.19,309.85,Cancelled
SO-500603,,SKU-1000,Steel Coil 2mm,Sulawesi,WH-MKS,272,10.82,7.72,Delivered
SO-500204,2025-01-22 00:00:00,SKU-1047,Conveyor Belt Roller,Bali & Nusa Tenggara,WH-MDN,-297,83.28,52.09,Delivered
SO-500462,2025-04-23 00:00:00, SKU-1001,Aluminum Sheet 3mm,West Java,,145,187.89,148.24,Delivered
SO-500085,2025-03-05 00:00:00, SKU-1028,Wireless Mouse,Kalimantan,WH-MDN,160,331.23,196.98,Delivered
SO-500369,2025-08-31 00:00:00,SKU-1034,Motor Bracket Assembly,Bali & Nusa Tenggara,WH-SBY,-120,377.86,216.37,DELIVERED
SO-500393,2025-12-12 00:00:00,SKU-1044,Hydraulic Oil ISO 46,Bali & Nusa Tenggara,WH-MDN,96,170.97,110.39,Delivered
SO-500329,2025-06-02 00:00:00,SKU-1000,Steel Coil 2mm,Sulawesi,WH-MKS,59,10.82,7.72,Delivered
SO-500576,2025-04-18 00:00:00,SKU-1016,Poly Mailer Bag,Kalimantan,WH-SBY,39,223.93,170.55,Delivered
SO-500159,2025-01-16 00:00:00,SKU-1041,Safety Gloves Nitrile,Sumatra,,210,89.25,67.51,Delivered
SO-500090,2025-08-15 00:00:00,SKU-1041,Safety Gloves Nitrile,Central Java,WH-SMG,228,89.25,67.51,Delivered
SO-500175,2025-12-26 00:00:00,SKU-1017,Foam Insert Sheet,East Java,,184,99.51,74.43,Delivered
SO-500606,2025-06-26 00:00:00,SKU-1034,Motor Bracket Assembly,East Java,,201,377.86,216.37,Delivered
SO-500424,2025-11-30 00:00:00,SKU-1027,Air Purifier HEPA,Central Java,WH-MKS,-158,298.8,212.95,Delivered
SO-500074,2025-02-13 00:00:00,SKU-1019,Strapping Band PP,West Java,WH-SBY,290,74.14,50.93,Delivered 
SO-500176,2025-10-17 00:00:00,SKU-1009,Timber Plank Oak,West Java,WH-MDN,77,244.78,182.69,Delivered
SO-500063,2025-08-06 00:00:00,SKU-1022,LED Desk Lamp,East Java,WH-MKS,185,409.19,309.85,Delivered
SO-500145,2025-02-20 00:00:00,SKU-1041,Safety Gloves Nitrile,Sulawesi,WH-MDN,213,Rp 89.25,67.51,Delivered
SO-500575,2025-03-27 00:00:00,SKU-1020,Cordless Drill 18V,Bali & Nusa Tenggara,WH-JKT,176,372.99,245.59,Delivered
SO-500300,2025-01-24 00:00:00,SKU1002,PVC Resin,Central Java,WH-JKT,175,81.83,50.91,Delivered
SO-500609,2025-12-20 00:00:00,SKU-1021,Office Chair Ergonomic,W. Java,WH-SBY,-248,64.64 ,37.3,Delivered
SO-500641,2025-07-10 00:00:00,SKU-1021,Office Chair Ergonomic,Sulawesi,WH-SMG,155,64.64,37.3,Delivered
SO-500505,2025-02-12 00:00:00,SKU-1025,Ceiling Fan 56in,Sulawesi,,$83,141.94,110.44,Delivered
SO-500388,2025-01-25 00:00:00,SKU-1042,Air Filter Cartridge,Sumatra,,75,207.59,115.38,Delivered
SO-500448,11-Nov-25,SKU-1047,Conveyor Belt Roller,Sumatra,WH-SBY,224,83.28,52.09,Delivered
SO-500559,2025-10-22 00:00:00,SKU-1014,Bubble Wrap Roll,East Java,WH-MDN,93,166.56,128.12,Delivered
SO-500116,2025-05-28 00:00:00,SKU-1043,Cutting Tool Insert,Kalimantan,WH-SBY,51,49.63,34.42,Delivered
SO-500643,"September 14, 2025",SKU-1012,Shrink Wrap Film,Bali & Nusa Tenggara,WH-JKT,200,174.97,99.81,Delivered
SO-500405,2025-07-19 00:00:00,SKU-1036,Pressure Valve 1/2in,East Java,,201,56.49,39.97,Delivered
SO-500573,2025-06-12 00:00:00,SKU-1038,RUBBER GASKET SET,Central Java,WH-MKS,294,28.95,21.41,Delivered
SO-500502,2025-08-30 00:00:00,SKU-1011,Corrugated Box Large,West Java,WH-JKT,39,92.93,68.03,Delivered
SO-500244,2025-10-07 00:00:00,SKU-1022,led desk lamp,Bali & Nusa Tenggara,WH-SMG,94,409.19,309.85,Delivered
SO-500445,2025-03-26 00:00:00,SKU-1043,Cutting Tool Insert,Sulawesi,WH-SBY,94,49.63,34.42,Delivered
SO-500136,"March 14, 2025",SKU-1004,COPPER WIRE ROLL,Bali & Nusa Tenggara,WH-SBY,208,39.25,26.9,Cancelled
SO-500163,2025-02-20 00:00:00,SKU-1027,AIR PURIFIER HEPA,Bali & Nusa Tenggara,WH-JKT,287,298.8,,Delivered
SO-500009,2025-12-18 00:00:00,SKU-1034,Motor Bracket Assembly,East Java,WH-SBY,225,377.86,216.37,Delivered
SO-500091,2025-02-16 00:00:00,SKU1031,Hydraulic Pump Seal,east java,WH-MDN,214,49.09,36.34,Delivered
SO-500264,13-Apr-25,SKU-1031,Hydraulic Pump Seal,Central Java,WH-JKT,42,49.09,36.34,Delivered
SO-500190,2025-05-29 00:00:00,SKU-1026,Electric Kettle 1.7L,Sumatra,WH-JKT,15,67.61,,Cancelled
SO-500054,2025-08-12 00:00:00,SKU-1029,Standing Desk Converter,East Java,WH-MKS,170,268.34,178.08,Delivered
SO-500047,2025-12-13 00:00:00,SKU-1036,Pressure Valve 1/2in,Sumatra,WH-MDN,106,56.49,39.97,Delivered
SO-500592,2025-01-23 00:00:00,SKU-1028,Wireless Mouse,Sumatra,WH-SMG,243,331.23,196.98,Delivered
SO-500131,2025-11-27 00:00:00,SKU-1040,Industrial Lubricant 20L,East Java,WH-JKT,230,257.33,164.86,Delivered
SO-500625,2025-12-16 00:00:00,SKU-1049,Cleaning Solvent Industrial,Sumatra,WH-JKT,72,62.18,41.65,delivered
SO-500247,2025-01-22 00:00:00,SKU-1012,Shrink Wrap Film,East Java,WH-SMG,268,174.97,99.81,Delivered
SO-500384,2025-06-22 00:00:00,SKU-1043,Cutting Tool Insert,Bali & Nusa Tenggara,WH-SMG,255,49.63,34.42,Cancelled
SO-500226,2025-07-10 00:00:00,SKU-1030,Ball Bearing 6205,West Java,WH-MKS,269,145.89,,Delivered
SO-500115,2025-09-07 00:00:00,SKU-1048,Spare Fuse 10A,West Java,WH-MKS,40,271.48,159.12,Delivered
SO-500546,2025-01-12 00:00:00,SKU-1004,Copper Wire Roll,Central Java,WH-JKT,232,39.25,26.9,Delivered
SO-500396,2025-08-24 00:00:00,SKU-1025,Ceiling Fan 56in,Central Java,WH-MKS,120,141.94,110.44,Delivered
SO-500165,2025-07-24 00:00:00,SKU-1029,Standing Desk Converter,Kalimantan,WH-MDN,53,268.34,178.08,Delivered
SO-500375,2025-06-20 00:00:00,SKU-1013,Pallet Wood Standard,West Java,WH-SMG,113,224.95,135.44,Deliverd
SO-500488,2025-12-15 00:00:00,SKU1033,Lithium Battery Cell 18650,West Java,WH-MDN,9,426.33,242.3,Delivered
SO-500529,2025-06-07 00:00:00,SKU-1046,Machine Coolant 5L,Central Java,WH-JKT,276,39.5,30.18,Returned
SO-500456,2025-11-02 00:00:00,SKU-1026,Electric Kettle 1.7L,Sulawesi,WH-SBY,,67.61,42.33,Delivered
SO-500146,2025-01-17 00:00:00,SKU-1017,Foam Insert Sheet,Central Java,WH-SMG,232,99.51,74.43,Delivered
SO-500333,2025-06-22 00:00:00,SKU-1000,Steel  Coil  2mm,Sulawesi,WH-SMG,103,10.82,7.72,Delivered
SO-500430,2025-12-11 00:00:00,SKU-1026,Electric Kettle 1.7L,Central Java,WH-MDN,160,67.61,42.33,Delivered
SO-500535,2025-12-25 00:00:00,SKU-1025,Ceiling Fan 56in,East Java,WH-SMG,236,141.94,110.44,Delivered
SO-500524,2025-05-30 00:00:00,SKU-1012,Shrink Wrap Film,Bali & Nusa Tenggara,WH-MKS,160,174.97 ,99.81,Delivered
SO-500551,2025-07-30 00:00:00,SKU-1031,Hydraulic Pump Seal,Sumatra,,36,49.09,36.34,Delivered
SO-500617,2025-01-30 00:00:00,SKU-1012,Shrink Wrap Film,  West Java  ,WH-SBY,238,174.97,99.81,Delivered
SO-500368,2025-07-29 00:00:00,SKU-1026,Electric Kettle 1.7L,East Java,WH-SBY,197,67.61,42.33,Delivered
SO-500025,2025-09-16 00:00:00,SKU-1046,Machine Coolant 5L,Bali & Nusa Tenggara,WH-MDN,285,39.5,30.18,Delivered
SO-500465,2025-10-05,SKU-1023,Stainless Steel Bottle 1L,Bali & Nusa Tenggara,WH-JKT,230,243.11,177.91,Delivered
SO-500143,2025-03-11 00:00:00,SKU-1034,Motor Bracket Assembly,sumatra,WH-MDN,194,377.86,216.37,Delivered
SO-500249,2025-01-25 00:00:00,SKU-1049,Cleaning Solvent Industrial,East Java,WH-SMG,68,Rp 62.18,41.65,Delivered
SO-500199,2025-06-15 00:00:00,SKU-1039,Timing Belt 120T,CENTRAL JAVA,WH-SMG,230,54.43,31.29,Delivered
SO-500171,2025-09-17 00:00:00,SKU-1036,Pressure Valve 1/2in,Central Java,WH-SBY,251,56.49,39.97,Delivered
SO-500644,2025-01-28 00:00:00,SKU-1026,Electric Kettle 1.7L,Central Java,WH-SBY,107,67.61,42.33,Delivered
SO-500398,2025-09-01 00:00:00,SKU-1035,GEAR SET HELICAL,Kalimantan,WH-JKT,9,389.75,231.74,Delivered
SO-500068,2025-12-29 00:00:00,SKU-1000,Steel Coil 2mm,Central Java,WH-MKS,-145,10.82,7.72,Delivered
SO-500383,2025-10-19 00:00:00,SKU-1024,Bluetooth Speaker Mini,Sumatra,WH-SBY,286,273.05,168.61,Delivered
SO-500173,2025-04-26 00:00:00,SKU-1036,  Pressure Valve 1/2in  ,Bali & Nusa Tenggara,WH-MDN,292,56.49,39.97,returned
SO-500486,2025-12-25 00:00:00,SKU-1046,Machine Coolant 5L,Sumatra,WH-SBY,51,39.5,30.18,Delivered
SO-500583,2025-12-01 00:00:00,SKU-1027,Air Purifier HEPA,Sulawesi,WH-SBY,227,298.80 ,212.95,Delivered
SO-500203,2025-07-16 00:00:00,SKU-1032,Circuit Board Rev C,Sulawesi,WH-MDN,288,Rp 348.10,202.29,Cancelled
SO-500528,2025-01-05 00:00:00,SKU-1044,Hydraulic Oil ISO 46,West Java,WH-SMG,197,170.97,110.39,Delivered
SO-500589,2025-03-29 00:00:00,SKU-1013,Pallet Wood Standard,West Java,WH-SMG,247,224.95,135.44,Delivered 
SO-500454,2025-02-13 00:00:00,SKU-1037,LED Driver 12V,East Java,WH-SBY,65,24.69,15.71,Delivered
SO-500252,2025-08-06 00:00:00,SKU-1005,Polyethylene Pellets,Sumatra,WH-JKT,97,282.47,182.84,Delivered
SO-500507,2025-10-28 00:00:00,SKU-1025,Ceiling Fan 56in,East Java,WH-JKT,228,141.94,110.44,Delivered 
SO-500002,2025-08-29 00:00:00,SKU-1002,PVC Resin,Central Java,WH-SBY,240,81.83,50.91,Delivered
SO-500649,2025-08-08 00:00:00,SKU-1025,Ceiling Fan 56in,Sumatra,WH-MDN,7 ,141.94,110.44,Delivered
SO-500355,2025-03-02 00:00:00,SKU-1022,LED Desk Lamp,Sulawesi,WH-SBY,206,409.19,309.85,Delivered
SO-500339,2025-07-27 00:00:00,SKU-1010,Corrugated Box Medium,KALIMANTAN,WH-MKS,164,294.1,171.63,Delivered
SO-500278,2025-10-31 00:00:00,SKU-1010,Corrugated Box Medium,Central Java,WH-MKS,92,294.1,171.63,Delivered
SO-500491,2025-07-15 00:00:00,SKU-1008,Silicone Sealant Bulk,Kalimantan,WH-SBY,78,145.32,89.78,Delivered
SO-500614,2025-09-22 00:00:00,SKU-1048,Spare Fuse 10A,Bali & Nusa Tenggara,WH-SMG,33,271.48,159.12,Delivered
SO-500229,2025-08-01 00:00:00,SKU1001,Aluminum Sheet 3mm,Sumatra,WH-JKT,262,187.89,148.24,Delivered
SO-500519,,SKU-1002,PVC Resin,Central Java,,169,81.83,50.91,Delivered
